-74.200000,-65.600000,-58.000000
-62.100000,-56.200000,-64.400000
-63.800000,-57.600000,-59.200000
-62.400000,-68.500000,-60.000000
-56.800000,-58.500000,-58.200000
-54.500000,-53.200000,-55.000000
-64.100000,-66.000000,-66.900000
-58.700000,-60.200000,-62.000000
-57.600000,-56.900000,-59.200000
-52.000000,-50.800000,-51.000000
-68.800000,-69.600000,-59.000000
-60.200000,-57.300000,-58.900000
-50.300000,-48.400000,-47.900000
-50.600000,-48.900000,-52.700000
-54.300000,-50.300000,-52.200000
-50.300000,-47.700000,-47.500000
-45.000000,-45.000000,-45.000000
-45.000000,-45.000000,-45.200000
-45.000000,-45.000000,-45.000000
-45.000000,-45.000000,-45.000000
-62.900000,-76.800000,-60.900000
-72.700000,-65.200000,-62.300000
-61.100000,-73.900000,-68.100000
-58.900000,-68.300000,-67.700000
-68.800000,-65.600000,-68.600000
-61.500000,-56.700000,-64.100000
-74.200000,-65.100000,-66.600000
-67.300000,-70.900000,-65.300000
-63.900000,-57.800000,-57.100000
-67.200000,-55.300000,-63.100000
-56.900000,-50.800000,-55.700000
-55.600000,-52.400000,-56.200000
-59.200000,-59.400000,-67.900000
-54.800000,-51.900000,-55.000000
-54.100000,-50.900000,-51.400000
-54.100000,-54.700000,-52.100000
-45.900000,-45.400000,-47.900000
-48.000000,-46.900000,-47.600000
-55.900000,-52.700000,-54.400000
-53.500000,-57.800000,-53.700000
-57.700000,-55.500000,-64.100000
-60.400000,-59.600000,-63.200000
-65.200000,-67.800000,-67.800000
-61.000000,-73.500000,-58.500000
-60.600000,-64.100000,-64.400000
-61.000000,-59.300000,-60.600000
-65.300000,-71.000000,-69.800000
-67.900000,-69.000000,-71.600000
-55.800000,-61.800000,-60.900000
-66.100000,-73.500000,-69.800000
-59.600000,-59.500000,-62.800000
-58.000000,-55.800000,-53.600000
-70.300000,-62.700000,-56.400000
-59.900000,-61.100000,-58.700000
-63.500000,-56.400000,-75.100000
-57.000000,-56.500000,-61.400000
-52.000000,-52.600000,-54.600000
-68.200000,-66.300000,-54.000000
-54.200000,-57.000000,-60.600000
-55.100000,-57.800000,-57.100000
-62.900000,-69.500000,-66.700000
-68.100000,-63.000000,-70.200000
-62.400000,-62.100000,-72.300000
-59.900000,-59.700000,-67.400000
-61.200000,-59.900000,-60.300000
-59.500000,-60.500000,-70.500000
-61.900000,-62.500000,-64.200000
-55.800000,-57.600000,-59.200000
-65.300000,-59.000000,-61.100000
-59.400000,-65.100000,-71.000000
-71.600000,-77.800000,-63.200000
-64.300000,-63.000000,-58.800000
-58.900000,-57.000000,-59.500000
-68.000000,-60.400000,-63.000000
-63.400000,-65.200000,-55.300000
-70.300000,-55.100000,-58.900000
-66.100000,-69.400000,-60.300000
-70.700000,-63.800000,-61.200000
-60.900000,-62.200000,-67.900000
-67.500000,-74.500000,-60.300000
-62.900000,-56.900000,-56.100000
-71.100000,-61.900000,-60.900000
-61.600000,-67.300000,-69.300000
-66.200000,-68.200000,-66.000000
-59.300000,-56.600000,-66.800000
-75.900000,-75.800000,-67.900000
-64.100000,-59.400000,-65.500000
-63.400000,-65.300000,-68.200000
-67.800000,-61.300000,-59.200000
-69.400000,-62.200000,-75.100000
-68.300000,-71.600000,-78.500000
-68.600000,-67.600000,-61.500000
-62.400000,-63.100000,-56.400000
-68.400000,-60.500000,-57.100000
-64.400000,-55.200000,-61.600000
-61.200000,-58.600000,-63.000000
-68.400000,-60.400000,-62.400000
-60.900000,-72.200000,-62.000000
-60.700000,-61.500000,-64.900000
-56.900000,-54.900000,-56.000000
